drug:tissue_type	spearman corr val	spearman p-val	adjusted spearman p-val	pearson corr val	pearson p-val	adjusted pearson p-val	
Etoposide_LCLL	-0.126315789	0.443525537	0.658285323	0.040419757	0.806991978	0.815282702	
Etoposide_LUNG	0.266452137	0.00651716	0.104274565	0.238287307	0.015356457	0.245703307	
Etoposide_MM	0.218181818	0.519248248	0.658285323	0.079931737	0.815282702	0.815282702	
Etoposide_OESOPHAGUS	0.332352941	0.208499828	0.658285323	0.304744259	0.251109778	0.745592845	
Etoposide_OVARY	0.241176471	0.368206608	0.658285323	0.262398904	0.32619687	0.745592845	
Etoposide_PANCREAS	-0.608391608	0.035805997	0.286447976	-0.485404239	0.109666242	0.584886622	
Etoposide_SKIN	0.349888817	0.101705585	0.542429786	0.193827733	0.37552425	0.751048501	
Etoposide_URINARY_TRACT	0.405594406	0.190835874	0.658285323	0.520105716	0.083026928	0.584886622	
Fedratinib_BILIARY	0.292857143	0.289471667	0.767775138	0.253877029	0.361217997	0.941793854	
Fedratinib_BONE_AND_SOFT_TISSUE	0.116883117	0.613865853	0.767775138	0.020517939	0.929656984	0.941793854	
Fedratinib_BREAST	-0.100610011	0.577464523	0.767775138	-0.022255854	0.902158181	0.941793854	
Fedratinib_CENTRAL_NERVOUS_SYSTEM	-0.125884928	0.464430267	0.767775138	-0.121298173	0.480988954	0.941793854	
Fedratinib_DLBC	-0.20601173	0.257971362	0.767775138	-0.116379973	0.525876654	0.941793854	
Fedratinib_KIDNEY	0.627272727	0.038845254	0.582678804	0.467972289	0.146612832	0.941793854	
Fedratinib_LARGE_INTESTINE	0.18961039	0.410391154	0.767775138	0.0864453	0.709458234	0.941793854	
Fedratinib_LCLL	0.101214575	0.539811961	0.767775138	-0.039658445	0.810560393	0.941793854	
Fedratinib_LUNG	-0.043118218	0.66540512	0.767775138	-0.03781658	0.704503603	0.941793854	
Fedratinib_MM	0.054545455	0.873446578	0.873446578	0.124574875	0.715154037	0.941793854	
Fedratinib_OESOPHAGUS	0.156862745	0.547680585	0.767775138	0.293795683	0.25238822	0.941793854	
Fedratinib_OVARY	0.147058824	0.586793394	0.767775138	0.142264998	0.599176337	0.941793854	
Fedratinib_PANCREAS	-0.244755245	0.443261936	0.767775138	-0.17824786	0.579402619	0.941793854	
Fedratinib_SKIN	-0.109216707	0.619849531	0.767775138	0.13099729	0.551320319	0.941793854	
Fedratinib_URINARY_TRACT	-0.104895105	0.745609481	0.798867301	-0.023669694	0.941793854	0.941793854	
FH535_BILIARY	-0.225	0.420104687	0.787696288	-0.065278325	0.817210797	0.913572436	
FH535_BONE_AND_SOFT_TISSUE	0.281203008	0.229741032	0.679093852	0.189854439	0.422717037	0.704528394	
FH535_BREAST	0.196195279	0.266110025	0.679093852	0.297039921	0.088010476	0.485285691	
FH535_CENTRAL_NERVOUS_SYSTEM	0.27805015	0.105813551	0.679093852	0.383121286	0.023103417	0.346551261	
FH535_DLBC	0.227272727	0.210954273	0.679093852	0.298469639	0.097057138	0.485285691	
FH535_KIDNEY	-0.145454545	0.669578646	0.816142584	-0.293661524	0.380768874	0.704528394	
FH535_LARGE_INTESTINE	-0.255882353	0.338789908	0.725978374	-0.233762457	0.383554688	0.704528394	
FH535_LCLL	0.010176168	0.951649024	0.951649024	-0.095649396	0.567838041	0.729925621	
FH535_LUNG	0.277493483	0.004747511	0.071212667	0.12513763	0.210138541	0.630415622	
FH535_MM	-0.363636364	0.271637541	0.679093852	-0.307427155	0.357759564	0.704528394	
FH535_OESOPHAGUS	0.082352941	0.761733079	0.816142584	0.194303328	0.470857376	0.706286064	
FH535_OVARY	0.091176471	0.73700495	0.816142584	0.148169118	0.583940497	0.729925621	
FH535_PANCREAS	-0.146853147	0.64879571	0.816142584	0.036002141	0.911553919	0.913572436	
FH535_SKIN	0.073634793	0.738454728	0.816142584	-0.023964045	0.913572436	0.913572436	
FH535_URINARY_TRACT	0.160839161	0.61752349	0.816142584	0.428553096	0.164527362	0.616977606	
FMK_BILIARY	0.525274725	0.053747502	0.379952044	0.462238948	0.096089531	0.462068646	
FMK_BONE_AND_SOFT_TISSUE	-0.102941176	0.704410382	0.9788365	-0.051935986	0.848509975	0.913779973	
FMK_BREAST	0.079456032	0.655104593	0.9788365	0.046742655	0.792933773	0.913779973	
FMK_CENTRAL_NERVOUS_SYSTEM	-0.028231499	0.880167657	0.9788365	-0.094604105	0.612698351	0.913779973	
FMK_DLBC	-0.204178886	0.262323659	0.524647317	-0.296814459	0.09901471	0.462068646	
FMK_KIDNEY	-0.009090909	0.9788365	0.9788365	0.181318887	0.593648982	0.913779973	
FMK_LARGE_INTESTINE	0.352941176	0.179958658	0.514658011	0.362660221	0.167429407	0.586002925	
FMK_LCLL	0.117828355	0.48733888	0.852843039	0.051795137	0.760786334	0.913779973	
FMK_LUNG	0.024426092	0.814240223	0.9788365	-0.204285608	0.047059419	0.462068646	
FMK_MM	0.027272727	0.936558448	0.9788365	-0.007976046	0.981431473	0.981431473	
FMK_OESOPHAGUS	0.481318681	0.081418295	0.379952044	0.323765032	0.258801525	0.724644269	
FMK_OVARY	0.485294118	0.056717714	0.379952044	0.246750938	0.356894116	0.832752938	
FMK_PANCREAS	-0.377622378	0.226206045	0.524647317	-0.117578406	0.715914584	0.913779973	
FMK_SKIN	-0.309774436	0.183806432	0.514658011	-0.122502318	0.606891006	0.913779973	
Foretinib_BILIARY	0.228571429	0.41256617	0.865413746	0.311855161	0.257829343	0.772946964	
Foretinib_BONE_AND_SOFT_TISSUE	-0.057142857	0.805660974	0.978789096	-0.123684785	0.59324011	0.810283936	
Foretinib_BREAST	0.004736802	0.978789096	0.978789096	-0.00947031	0.957607195	0.996652434	
Foretinib_CENTRAL_NERVOUS_SYSTEM	0.010297336	0.952470204	0.978789096	0.000724843	0.996652434	0.996652434	
Foretinib_DLBC	0.056451613	0.758936119	0.978789096	-0.040900029	0.824116769	0.950903964	
Foretinib_KIDNEY	0.354545455	0.284692741	0.865413746	0.38941522	0.236491324	0.772946964	
Foretinib_LARGE_INTESTINE	0.261038961	0.253064812	0.865413746	0.12336336	0.59420822	0.810283936	
Foretinib_LCLL	-0.041251778	0.805757376	0.978789096	-0.068405623	0.683220159	0.854025199	
Foretinib_LUNG	-0.016760909	0.865895456	0.978789096	0.151250513	0.125362639	0.626813193	
Foretinib_MM	0.218181818	0.519248248	0.865413746	0.33809744	0.309178786	0.772946964	
Foretinib_OESOPHAGUS	0.245098039	0.343046653	0.865413746	0.158911909	0.542395328	0.810283936	
Foretinib_OVARY	0.588235294	0.016539722	0.248095833	0.415837177	0.109163801	0.626813193	
Foretinib_PANCREAS	-0.230769231	0.470531995	0.865413746	-0.484481015	0.110443685	0.626813193	
Foretinib_SKIN	-0.262910806	0.225502549	0.865413746	-0.162660494	0.458360276	0.810283936	
Foretinib_URINARY_TRACT	-0.20979021	0.512840943	0.865413746	-0.189405106	0.55547359	0.810283936	
FR-180204_BILIARY	0.407142857	0.132012664	0.492479515	0.160075606	0.568758398	0.853137597	
FR-180204_BONE_AND_SOFT_TISSUE	-0.150649351	0.514513864	0.701609815	-0.085076174	0.713871877	0.919930335	
FR-180204_BREAST	0.145007258	0.413219086	0.688698477	-0.01144554	0.948775874	0.948775874	
FR-180204_CENTRAL_NERVOUS_SYSTEM	-0.244046855	0.151459024	0.492479515	-0.256915747	0.130378292	0.498674305	
FR-180204_DLBC	-0.099340176	0.588551574	0.735689467	-0.257380099	0.154990368	0.498674305	
FR-180204_KIDNEY	-0.136363636	0.689309021	0.738545379	-0.113397588	0.739909416	0.919930335	
FR-180204_LARGE_INTESTINE	0.287012987	0.207141018	0.517852545	0.245075662	0.284284228	0.71071057	
FR-180204_LCLL	0.230331546	0.164159838	0.492479515	0.229239275	0.166224768	0.498674305	
FR-180204_LUNG	0.040573989	0.682581772	0.738545379	0.075218676	0.447919655	0.84498714	
FR-180204_MM	0.518181818	0.10249154	0.492479515	0.671062048	0.023787036	0.178402768	
FR-180204_OESOPHAGUS	0.058823529	0.822558868	0.822558868	-0.039708554	0.879730781	0.942568694	
FR-180204_OVARY	0.461764706	0.071768416	0.492479515	0.585159913	0.017257087	0.178402768	
FR-180204_PANCREAS	0.223776224	0.484451661	0.701609815	0.083139454	0.797272957	0.919930335	
FR-180204_SKIN	-0.185322467	0.397228962	0.688698477	-0.147585717	0.501571052	0.84498714	
FR-180204_URINARY_TRACT	-0.272727273	0.391096771	0.688698477	-0.212642792	0.506992284	0.84498714	
FTI-277_BILIARY	0.071428571	0.800295987	1	-0.024968739	0.929616888	0.929616888	
FTI-277_BONE_AND_SOFT_TISSUE	0.136842105	0.565095792	1	0.158690344	0.503978471	0.929616888	
FTI-277_BREAST	0.401604414	0.020526892	0.207184397	0.236290693	0.185540808	0.593730585	
FTI-277_CENTRAL_NERVOUS_SYSTEM	0.205911194	0.235340208	0.627573889	0.083648627	0.632836483	0.929616888	
FTI-277_CERVICAL	0.018181818	0.960240418	1	0.097060938	0.789668154	0.929616888	
FTI-277_DLBC	0.033460657	0.850984806	1	0.023795047	0.893737279	0.929616888	
FTI-277_KIDNEY	-0.263636364	0.433440738	0.866881475	-0.042557291	0.901126787	0.929616888	
FTI-277_LARGE_INTESTINE	0	1	1	-0.1918392	0.476610812	0.929616888	
FTI-277_LCLL	-0.01417004	0.931770926	1	-0.032131917	0.846030972	0.929616888	
FTI-277_LUNG	0.203894478	0.038847074	0.207184397	0.062258734	0.532133623	0.929616888	
FTI-277_MM	0.490909091	0.125204407	0.400654103	0.504188248	0.113778939	0.593730585	
FTI-277_OESOPHAGUS	0.055882353	0.837137222	1	0.124344724	0.646363138	0.929616888	
FTI-277_OVARY	0.523529412	0.037412648	0.207184397	0.638436274	0.007775632	0.124410108	
FTI-277_PANCREAS	0.293706294	0.354147641	0.809480323	0.453445772	0.138732908	0.593730585	
FTI-277_SKIN	0.016308377	0.941125592	1	-0.052723157	0.8111703	0.929616888	
FTI-277_URINARY_TRACT	0.538461538	0.070894318	0.28357727	0.412893438	0.182207175	0.593730585	
Gefitinib_BILIARY	0.468531469	0.124454791	0.808956143	0.323538414	0.304960574	0.792897493	
Gefitinib_BONE_AND_SOFT_TISSUE	-0.170588235	0.527609769	0.892240686	0.070569135	0.795093662	0.99448987	
Gefitinib_BREAST	0.242394385	0.205187305	0.872947735	0.320961768	0.089573304	0.56186777	
Gefitinib_CENTRAL_NERVOUS_SYSTEM	0.061778186	0.736955881	0.892240686	0.121353312	0.5082162	0.972818594	
Gefitinib_DLBC	0.02955665	0.881316266	0.892240686	-0.035721326	0.856792275	0.99448987	
Gefitinib_LARGE_INTESTINE	-0.188854489	0.452945822	0.892240686	0.073646494	0.771496236	0.99448987	
Gefitinib_LCLL	-0.181578947	0.268599303	0.872947735	-0.246922724	0.129661793	0.56186777	
Gefitinib_LUNG	0.07346573	0.501435374	0.892240686	0.136758452	0.209262408	0.680102827	
Gefitinib_MM	-0.048951049	0.879918579	0.892240686	-0.199887083	0.533371399	0.972818594	
Gefitinib_OESOPHAGUS	-0.125	0.657135668	0.892240686	-0.147984434	0.598657596	0.972818594	
Gefitinib_OVARY	0.463736264	0.094876332	0.808956143	0.477154943	0.084475836	0.56186777	
Gefitinib_PANCREAS	0.127272727	0.726057015	0.892240686	0.002518933	0.99448987	0.99448987	
Gefitinib_SKIN	0.033333333	0.892240686	0.892240686	-0.024762052	0.919850152	0.99448987	
Gemcitabine_BILIARY	0.378571429	0.164090827	0.49227248	0.081977505	0.771478178	0.863809289	
Gemcitabine_BONE_AND_SOFT_TISSUE	0.030075188	0.899836596	0.957881896	0.210221143	0.373679198	0.700648495	
Gemcitabine_BREAST	0.176986714	0.324469011	0.601624049	0.165870106	0.356255548	0.700648495	
Gemcitabine_CENTRAL_NERVOUS_SYSTEM	0.309350716	0.079804346	0.477826092	0.264442268	0.136975042	0.700648495	
Gemcitabine_DLBC	-0.210483871	0.255724384	0.601624049	-0.165613431	0.373264804	0.700648495	
Gemcitabine_KIDNEY	0.248484848	0.488776305	0.666513143	0.062502205	0.863809289	0.863809289	
Gemcitabine_LARGE_INTESTINE	0.041176471	0.879653615	0.957881896	-0.081278716	0.764758941	0.863809289	
Gemcitabine_LCLL	0.008863114	0.957881896	0.957881896	0.205931648	0.214831763	0.700648495	
Gemcitabine_LUNG	0.193876027	0.048608195	0.477826092	0.194773197	0.0475558	0.700648495	
Gemcitabine_MM	0.527272727	0.095565218	0.477826092	0.185182382	0.58566756	0.863809289	
Gemcitabine_OESOPHAGUS	0.026470588	0.922480571	0.957881896	0.062610604	0.817818192	0.863809289	
Gemcitabine_OVARY	0.226470588	0.398982927	0.601624049	0.11136492	0.681361237	0.863809289	
Gemcitabine_PANCREAS	-0.461538462	0.13094807	0.491055261	-0.335552484	0.286293573	0.700648495	
Gemcitabine_SKIN	0.183839887	0.401082699	0.601624049	0.126245872	0.565971514	0.863809289	
Gemcitabine_URINARY_TRACT	0.307692308	0.330589259	0.601624049	0.345562749	0.271248578	0.700648495	
Genentech Cpd 10_BILIARY	0.017857143	0.949635304	0.949635304	0.152982155	0.586223237	0.917332477	
Genentech Cpd 10_BONE_AND_SOFT_TISSUE	-0.072840203	0.74734952	0.86232637	-0.04101934	0.856176979	0.917332477	
Genentech Cpd 10_BREAST	0.072580029	0.683332767	0.86232637	0.165004683	0.351046968	0.87761742	
Genentech Cpd 10_CENTRAL_NERVOUS_SYSTEM	0.015408321	0.929994812	0.949635304	-0.427487229	0.010423088	0.156346321	
Genentech Cpd 10_DLBC	-0.078079179	0.671012163	0.86232637	-0.052196362	0.776630257	0.917332477	
Genentech Cpd 10_KIDNEY	0.272727273	0.417141437	0.86232637	0.183006949	0.590156658	0.917332477	
Genentech Cpd 10_LARGE_INTESTINE	0.155844156	0.499944475	0.86232637	0.18218888	0.429282342	0.917332477	
Genentech Cpd 10_LCLL	0.125303644	0.447216091	0.86232637	0.012454973	0.940013051	0.940013051	
Genentech Cpd 10_LUNG	-0.131836753	0.184353258	0.86232637	-0.155360139	0.117109729	0.85921804	
Genentech Cpd 10_MM	0.145454545	0.669578646	0.86232637	0.442905956	0.172482183	0.85921804	
Genentech Cpd 10_OESOPHAGUS	0.355392157	0.161540912	0.86232637	0.307979785	0.229124811	0.85921804	
Genentech Cpd 10_OVARY	0.279411765	0.294617654	0.86232637	0.277768871	0.297584841	0.87761742	
Genentech Cpd 10_PANCREAS	-0.118881119	0.712884219	0.86232637	0.098419539	0.760896641	0.917332477	
Genentech Cpd 10_SKIN	-0.181863114	0.406253219	0.86232637	-0.051500064	0.815476767	0.917332477	
Genentech Cpd 10_URINARY_TRACT	-0.125874126	0.696683109	0.86232637	-0.077947829	0.809720793	0.917332477	
GNF-2_CENTRAL_NERVOUS_SYSTEM	0.288311688	0.205001767	0.512504418	0.201070705	0.382131511	0.805242302	
GNF-2_DLBC	-0.023460411	0.898584736	0.91985409	-0.10288998	0.575228722	0.805242302	
GNF-2_LCLL	0.238428712	0.149426488	0.512504418	-0.23137376	0.162206856	0.805242302	
GNF-2_LUNG	-0.017647059	0.91985409	0.91985409	-0.011043875	0.94979404	0.94979404	
GNF-2_MM	-0.227272727	0.501535668	0.835892779	-0.15727951	0.644193841	0.805242302	
GSK1070916_BILIARY	-0.035714286	0.899446993	0.915468317	0.047527822	0.86642683	0.907215244	
GSK1070916_BONE_AND_SOFT_TISSUE	-0.12365895	0.583508503	0.915468317	-0.123519152	0.583937413	0.907215244	
GSK1070916_BREAST	0.095194438	0.592282884	0.915468317	-0.065967245	0.71088454	0.907215244	
GSK1070916_CENTRAL_NERVOUS_SYSTEM	-0.151141618	0.386113807	0.915468317	-0.440873008	0.008029053	0.060217895	
GSK1070916_DLBC	-0.190656285	0.312883173	0.915468317	-0.254057002	0.175497081	0.526491242	
GSK1070916_KIDNEY	0.127272727	0.709214626	0.915468317	0.286305351	0.393362597	0.907215244	
GSK1070916_LARGE_INTESTINE	0.028571429	0.902156216	0.915468317	0.114136842	0.622275185	0.907215244	
GSK1070916_LCLL	-0.171025276	0.30458943	0.915468317	-0.235633143	0.15439971	0.526491242	
GSK1070916_LUNG	-0.129672233	0.200810798	0.915468317	-0.14482866	0.152637116	0.526491242	
GSK1070916_MM	-0.036363636	0.915468317	0.915468317	0.078406963	0.818755424	0.907215244	
GSK1070916_OESOPHAGUS	0.276960784	0.281843163	0.915468317	0.16687762	0.522069434	0.907215244	
GSK1070916_OVARY	0.194117647	0.471289728	0.915468317	0.101090359	0.709507884	0.907215244	
GSK1070916_PANCREAS	-0.608391608	0.035805997	0.537089956	-0.72906085	0.007140712	0.060217895	
GSK1070916_SKIN	-0.036076107	0.870188397	0.915468317	-0.025733882	0.907215244	0.907215244	
GSK1070916_URINARY_TRACT	-0.06993007	0.829023641	0.915468317	0.062402146	0.847226759	0.907215244	
GSK1904529A_BILIARY	0.392857143	0.147466655	0.737333277	0.316020609	0.251185946	0.741960707	
GSK1904529A_BONE_AND_SOFT_TISSUE	-0.043609023	0.855147947	0.956891924	-0.014180922	0.952682787	0.952682787	
GSK1904529A_BREAST	0.225074491	0.200613783	0.752301685	0.274406936	0.116293398	0.741960707	
GSK1904529A_CENTRAL_NERVOUS_SYSTEM	0.473875898	0.004032433	0.0604865	0.181480155	0.296784283	0.741960707	
GSK1904529A_DLBC	0.092008798	0.616485735	0.950022422	-0.052390763	0.775819422	0.952682787	
GSK1904529A_KIDNEY	0.272727273	0.417141437	0.950022422	0.237027181	0.482828595	0.952682787	
GSK1904529A_LARGE_INTESTINE	-0.132352941	0.625106429	0.950022422	-0.325332447	0.218861097	0.741960707	
GSK1904529A_LCLL	0.116533538	0.48596329	0.950022422	0.019574722	0.90713991	0.952682787	
GSK1904529A_LUNG	0.011498924	0.908222494	0.956891924	0.05046679	0.612678367	0.952682787	
GSK1904529A_MM	-0.681818182	0.020842854	0.156321402	-0.437663448	0.178223563	0.741960707	
GSK1904529A_OESOPHAGUS	-0.014705882	0.956891924	0.956891924	-0.108392417	0.689465701	0.952682787	
GSK1904529A_OVARY	0.270588235	0.310760627	0.932281881	0.3517032	0.181597749	0.741960707	
GSK1904529A_PANCREAS	-0.125874126	0.696683109	0.950022422	0.020106769	0.950545162	0.952682787	
GSK1904529A_SKIN	-0.09439091	0.66836205	0.950022422	-0.068442046	0.756335935	0.952682787	
GSK1904529A_URINARY_TRACT	-0.06993007	0.829023641	0.956891924	0.083683468	0.795971043	0.952682787	
GSK269962A_BILIARY	0.252747253	0.404774071	0.840576276	0.369914534	0.213470697	0.625300757	
GSK269962A_BONE_AND_SOFT_TISSUE	0.309502116	0.11618776	0.664468843	0.279742751	0.157596134	0.625300757	
GSK269962A_BREAST	-0.22484309	0.168773677	0.717288126	-0.023305683	0.888006148	0.92978131	
GSK269962A_CENTRAL_NERVOUS_SYSTEM	0.107163032	0.44501097	0.840576276	-0.271228972	0.049473439	0.420524234	
GSK269962A_CERVICAL	0.273975459	0.414927038	0.840576276	0.258462756	0.442849432	0.92978131	
GSK269962A_DLBC	0.121268617	0.347777593	0.840576276	0.011423366	0.92978131	0.92978131	
GSK269962A_KIDNEY	-0.316110883	0.373561333	0.840576276	-0.395855893	0.257476782	0.625300757	
GSK269962A_LARGE_INTESTINE	0.007569013	0.96833542	0.96833542	0.043219482	0.820602696	0.92978131	
GSK269962A_LCLL	0.032835892	0.772467495	0.937996244	0.010210297	0.928375662	0.92978131	
GSK269962A_LUNG	0.013120104	0.879502728	0.96833542	-0.013126521	0.879444238	0.92978131	
GSK269962A_MM	-0.08270957	0.721521786	0.937996244	-0.316619872	0.162001013	0.625300757	
GSK269962A_OESOPHAGUS	-0.328326094	0.117259208	0.664468843	-0.244471426	0.249608782	0.625300757	
GSK269962A_OVARY	0.411295971	0.100966635	0.664468843	0.599334162	0.011001247	0.187021199	
GSK269962A_PANCREAS	-0.018181818	0.957685241	0.96833542	-0.042331096	0.901650104	0.92978131	
GSK269962A_SKIN	0.071349983	0.697976501	0.937996244	0.041661007	0.820896561	0.92978131	
GSK269962A_STOMACH	0.115502053	0.750683041	0.937996244	0.11243655	0.75713089	0.92978131	
GSK269962A_URINARY_TRACT	-0.146853147	0.64879571	0.937996244	-0.076671711	0.812786828	0.92978131	
GSK319347A_CENTRAL_NERVOUS_SYSTEM	-0.135338346	0.569418691	0.726057015	0.040843552	0.864249467	0.933859336	
GSK319347A_DLBC	0.122434018	0.504418045	0.726057015	-0.031378113	0.864631796	0.933859336	
GSK319347A_LCLL	0.078710289	0.643319373	0.726057015	-0.095904077	0.572316302	0.933859336	
GSK319347A_LUNG	-0.152916074	0.36623032	0.726057015	-0.374807218	0.022275058	0.111375291	
GSK319347A_MM	-0.127272727	0.726057015	0.726057015	0.030263435	0.933859336	0.933859336	
GSK429286A_BILIARY	0.160714286	0.567196705	0.773450052	0.135233502	0.630845826	0.915374257	
GSK429286A_BONE_AND_SOFT_TISSUE	0.174477696	0.437401786	0.656229339	0.098029405	0.66428318	0.915374257	
GSK429286A_BREAST	-0.137672855	0.437486226	0.656229339	-0.080126845	0.652374885	0.915374257	
GSK429286A_CENTRAL_NERVOUS_SYSTEM	-0.16458888	0.344749259	0.656229339	-0.398662474	0.017684933	0.104462714	
GSK429286A_DLBC	-0.216642229	0.233668018	0.656229339	-0.17522209	0.337448678	0.843621695	
GSK429286A_KIDNEY	-0.054545455	0.873446578	0.873446578	0.062847859	0.854349306	0.915374257	
GSK429286A_LARGE_INTESTINE	0.183116883	0.426895096	0.656229339	0.247422525	0.279550855	0.843621695	
GSK429286A_LCLL	-0.13805668	0.40195379	0.656229339	-0.042243099	0.798461395	0.915374257	
GSK429286A_LUNG	-0.133484163	0.178881447	0.656229339	-0.227388189	0.020892543	0.104462714	
GSK429286A_MM	-0.145454545	0.669578646	0.829621067	-0.084519908	0.804851194	0.915374257	
GSK429286A_OESOPHAGUS	0.075980392	0.771944851	0.829621067	0.05013757	0.848450661	0.915374257	
GSK429286A_OVARY	0.582352941	0.017932734	0.268991012	0.677654286	0.003920652	0.058809777	
GSK429286A_PANCREAS	-0.328671329	0.296904116	0.656229339	-0.104799128	0.745835457	0.915374257	
GSK429286A_SKIN	-0.063256735	0.774312996	0.829621067	-7.40E-05	0.999732587	0.999732587	
GSK429286A_URINARY_TRACT	-0.258741259	0.416774769	0.656229339	-0.311061653	0.325044682	0.843621695	
GSK650394_BILIARY	0.267857143	0.334443601	0.716664858	0.152395317	0.587677821	0.642454484	
GSK650394_BONE_AND_SOFT_TISSUE	-0.037593985	0.874965202	0.947609167	0.124964965	0.599624185	0.642454484	
GSK650394_BREAST	0.259454505	0.138396476	0.518986785	0.144574543	0.414629356	0.642454484	
GSK650394_CENTRAL_NERVOUS_SYSTEM	0.184124074	0.297223382	0.716664858	0.267607716	0.125991417	0.377974252	
GSK650394_DLBC	0.012096774	0.947609167	0.947609167	-0.100114987	0.5856321	0.642454484	
GSK650394_KIDNEY	-0.081818182	0.810990394	0.947609167	-0.239805768	0.477557629	0.642454484	
